Intitulé,Entreprise,Lieu,Salaire min,Salaire max,Salaire prédit,Secteur,Skills détectés,Description
Développeur web Java/Développeuse web Java,SOFTEAM,"Grasse, Alpes-Maritimes",,,0,Unknown,,"Softeam est la marque du Conseil et des Services de Docaposte, filiale numérique du Groupe La Poste. Nous accompagnons vos transformations (métier, réglementaire, digitale) dans la durée pour IMAGINER, CONCEVOIR et opérer vos services de demain en vous proposant une offre unique sur le marché combinant conseil, solutions numériques et excellence de services. Son organisation s articule autour d une large gamme d expertises en Consulting, Finance, Data & AI et Digital, d une agence digitale : So…"
Développeur/ Développeuse Fullstack Dot Net/ Angular,Ikighia,"Montpellier, Hérault",,,0,Unknown,,"Offre d'Emploi : CDI uniquement Lieu : Montpellier Type de contrat : CDI statut cadre - convention collective Syntec Démarrage : ASAP Description du poste : Nous recrutons un(e) développeur(se) avec minimum 3 ans d'expérience pour une mission passionnante chez un de nos clients sur Montpellier dans le secteur de la santé pour l'accompagner dans le développement de ses projets IT sur Montpellier. -Développement, maintenance et évolution des applications existantes en Dot Net et Angular Js. Avec …"
Développeur chef de projet/Développeuse chef de projet,CESI,"Pau, Pyrénées-Atlantiques",,,0,Emplois Informatique,,"À propos de l'entreprise - L'école CESI (Centre des Études Supérieures Industrielles) est un établissement d'enseignement supérieur français qui propose des formations dans les domaines de l'ingénierie, du management, du BTP, de l'industrie, de l'informatique, et de la transformation numérique. Fondée en 1958, CESI est reconnue pour ses formations professionnalisantes, en particulier pour les métiers d'ingénieur, de manager, et de chef de projet. CESI propose plusieurs types de programmes, nota…"
Développeur Dotnet/Développeuse Dotnet Fullstack,Innova Solutions,"Nice, Alpes-Maritimes",,,0,Unknown,," Innova Solutions accompagne ses clients sur toute la France et offre à ses candidats des postes dans les secteurs de l’IT et de l’Engineering. Dans le cadre du développement de notre activité, nous recherchons un.e developpeur(se) .Net / Angular pour intervenir au sein d'un groupe international industriel. ✅ Votre mission : Concevoir, développer et maintenir des applications web performantes et sécurisées Participer à l’architecture logicielle et aux choix techniques Collaborer étroitement ave…"
Développeur / Développeuse Java H/F,Webnet,"Lyon, Rhône",,,0,Unknown,,"Serez-vous notre prochain Dragonnier ? Rejoignez notamment Frédéric et Jamil, de vrais passionnés du pôle Java qui recherchent leur futur collègue, un artisan du code qui maitrise le socle initial suivant : JAVA 8 (3 ans d’expérience minimum) Maîtrise d’une ou plusieurs bases de données : Oracle, PostgreSQL, MySQL, MongoDB, Cassandra, etc. Connaissances sur des Frameworks comme Spring , Quarkus, Struts, DropWizard ou encore Vert.x Comprend les principes de Jenkins, GitLab, CodeBuild, etc. Une p…"
ALTERNANCE - Développeuse / développeur logiciel - Bayonne,Capgemini,"Bayonne, Pyrénées-Atlantiques",,,0,Unknown,,"Le Groupe Capgemini Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Avec le soutien et l'inspiration d'une communauté d’experts dans le monde entier, vous pourrez réécrire votre futur. Rejoignez-nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et participer à la construction d’un monde plus durable et inclusif. Votre profil Tu es e…"
Développeuse / Développeur Cloud en alternance – Toulouse,Capgemini,"Toulouse, Haute-Garonne",,,0,Unknown,,"Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Avec le soutien et l'inspiration d'une communauté d’experts dans le monde entier, vous pourrez réécrire votre futur. Rejoignez-nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et participer à la construction d’un monde plus durable et inclusif. Vos missions : Rejoindre notre équipe, c…"
Développeur / Développeuse Java F/H,Webnet,"Nantes, Loire-Atlantique",,,0,Unknown,,"Serez-vous notre prochain Dragonnier ? Rejoignez notamment Frédéric et Jamil, de vrais passionnés du pôle Java qui recherchent leur futur collègue, un artisan du code qui maitrise le socle initial suivant : · JAVA 8 (3 ans d’expérience minimum) · Maîtrise d’une ou plusieurs bases de données : Oracle, PostgreSQL, MySQL, MongoDB, Cassandra, etc. · Connaissances sur des Frameworks comme Spring , Quarkus, Struts, DropWizard ou encore Vert.x · Comprend les principes de Jenkins, GitLab, CodeBuild, et…"
Développeuse / Développeur Cloud en alternance – Rennes,Capgemini,"Rennes, Ille-et-Vilaine",,,0,Unknown,,"Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Avec le soutien et l'inspiration d'une communauté d’experts dans le monde entier, vous pourrez réécrire votre futur. Rejoignez-nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et participer à la construction d’un monde plus durable et inclusif. Vos missions : Rejoindre notre équipe, c…"
Développeur PHP/Développeuse PHP,KP2i,"Ile-de-France, France",,,0,Unknown,,"Nous sommes à la recherche d’un(e) développeur(se) PHP/Symfony confirmé(e) pour accompagner l’évolution technique et fonctionnelle de nos sites web dédiés aux formations et conférences. Vous jouerez un rôle clé dans l’amélioration de l’expérience utilisateur, la performance technique, et le développement de nouvelles fonctionnalités à forte valeur ajoutée.  Vos missions principales : Recueillir les besoins fonctionnels auprès de la direction générale et du pôle marketing : parcours client, perf…"
Développeuse - Développeur Backend Java H/F,Datanumia,"La Défense, Courbevoie",,,0,Unknown,,"Filiale du Groupe EDF, Datanumia est une société éditrice de logiciel spécialisée dans la valorisation de la donnée énergétique. Au quotidien, ce ne sont pas moins de 270 collaborateurs qui évoluent dans un écosystème innovant - mêlant IA, machine learning et IoT - et donnent du sens à notre raison d'être : permettre à chacun d'optimiser sa consommation d'énergie et son empreinte carbone en révélant tout le potentiel de la data. Plus de 20 millions de particuliers et 70 000 professionnels (tert…"
Rennes - ALT -Développeuse/ Développeur Intégration API Junior,Capgemini,France,,,0,Unknown,,"Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Avec le soutien et l'inspiration d'une communauté d’experts dans le monde entier , vous pourrez réécrire votre futur . Rejoignez nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et participer à la construction d’un monde plus durable et inclusif Vos Missions Rejoindre Capgemini c’est …"
Developpeur C++,eXalt IT,"Paris, Ile-de-France",,,0,Unknown,,"Développeur C++ / Algo Descriptif du poste : eXalt IT, spécialisée sur les métiers du Software Engineering, forte d’une communauté de 100 développeurs, recherche son/sa nouveau/elle Développeur/se C++ avec une forte appétence en algorithmie, pour aller à la conquête de nouveaux projets techniques ! Mais qui sommes-nous ?! Des passionnés de code propre, de bonnes pratiques et l’envie de progresser en continu. Des gens qui parlent TDD, DDD, multithreading, architecture hexagonale ou microservices…"
Développeur java (h/f) (CDI),CREATIVE INGENIERIE,France,,,0,Unknown,,"Poste : A la recherche d'un nouveau challenge à Nantes, ça tombe bien ! Nous recherchons actuellement nos futurs développeurs Java (H/F) pour rejoindre les projets d'un de nos clients du domaine de la grande distribution. Dans le cadre du renforcement de leurs équipes de développement, plusieurs missions pourront vous être confiées : Développement de nouvelles fonctionnalités, Maintenance de sites web, Développement d'API, Développement de micro-services, Correction des anomalies et amélioratio…"
Développeur C++QT,Adentis,"Ile-de-France, France",,,0,Unknown,,"Développeur C++ disposant d’une expérience avérée et réussie. De formation Bac 5 en École d'ingénieur ou équivalent universitaire, vous disposez d'une expérience de minimum 3 ans dans un environnement technique de développement logiciel / applications métiers. Missions : Le développement de nouvelles applications, services, outils, ou des évolutions des composants existants, dans le cadre d’un process de développement incrémental, La réalisation des tests unitaires, La rédaction des documents l…"
Développeur·se backend,Harnham,"Bordeaux, Gironde",,,0,Unknown,React,"Développeur.se backend Salaire jusqu'à 55K€ fixes 2 jours de télétravail Node.JS - React.JS - PostgreSQL L'ENTREPRISE Cette startup en forte croissance évolue dans le secteur du e-commerce. Après une brillante levée de fonds, elle souhaite agrandir son équipe tech et recrute un·e développeur·se backend pour accompagner sa croissance. LE POSTE Intégré·e à l'équipe tech, tu contribueras activement à la conception, au développement et à l'amélioration des produits B2C de l'entreprise. En fonction …"
Développeur·se TypeScript,Harnham,"Bordeaux, Gironde",,,0,Unknown,,"Développeur·se TypeScript Maximum 2 jours de télétravail Salaire jusqu'à 60K euros fixes L'ENTREPRISE Cette startup en forte croissance évolue dans le secteur du e-commerce. Après une brillante levée de fonds, elle souhaite agrandir son équipe tech et recrute un·e développeur·se TypeScript pour accompagner sa croissance. LE POSTE Intégré·e à l'équipe tech, tu contribueras activement à la conception, au développement et à l'amélioration des produits B2C de l'entreprise. En fonction de ton profil…"
Développeur.se fullstack,Harnham,"Bordeaux, Gironde",,,0,Emplois Droit,React,"DÉVELOPPEUR.SE FULLSTACK Salaire jusqu'à 60K€ fixes 2 jours de télétravail Node.JS - React.JS - PostgreSQL L'ENTREPRISE Cette startup en forte croissance évolue dans le secteur du e-commerce. Après une brillante levée de fonds, elle souhaite agrandir son équipe tech et recrute un·e développeur·se fullstack pour accompagner sa croissance. LE POSTE Intégré·e à l'équipe tech, tu contribueras activement à la conception, au développement et à l'amélioration des produits B2C de l'entreprise. En fonct…"
Développeur IHM,ALPEE,France,,,0,Unknown,,Pour l'un de nos clients annéciens nous sommes à la recherche d'un(e) Développeur IHM capable de : - Concevoir et développer des logiciels IHM et communication entre systèmes. - Déboguer et optimiser les logiciels développés. - Réaliser des essais fonctionnels et garantir la performance des solutions. - Faire de la migration vers WinCC Unified. - Travailler en équipe pour intégrer les développements aux systèmes existants. - Rédiger la documentation technique et partager les choix de conception…
Développeur web,Kolizeo,"Metz, Metz-Ville",,,0,Unknown,React,"Kolizeo est une startup qui conçoit des expériences digitales immersives pour les fans, avec des projets innovants utilisant les leviers de la gamification, du marketing intelligent et des synergies entre marque. Nous recherchons un(e) développeur(euse) web en alternance pour renforcer notre équipe tech.  Ce que tu feras : Intégration pixel-perfect de maquettes Figma en React (Next.js) avec HTML/CSS. Développement d'interfaces responsives et fluides sur mobile & desktop. Intégration de composan…"
Développeur Unity,Kolizeo,"Metz, Metz-Ville",,,0,Unknown,,"Kolizeo est une startup qui conçoit des expériences digitales immersives pour les fans, avec des projets innovants utilisant les leviers de la gamification, du marketing intelligent et des synergies entre marque. Nous recherchons un(e) développeur(euse) Unity en alternance pour renforcer notre équipe tech.  Ce que tu feras : Développement de mini-jeux et d’animations interactives sur Unity. Conception de mécaniques de gamification engageantes (badges, récompenses, feedbacks visuels). Collaborat…"
Développeur SSIS,Proxiad,"Draguignan, Var",,,0,Unknown,,"Mission Développeur SSIS confirmé – Donnez du sens à votre expertise data Vous avez au moins 4 ans d'expérience dans le traitement de données complexes, et vous souhaitez intervenir sur un projet structurant, avec une vraie dimension de transmission et d'accompagnement ? Cette mission est une belle opportunité. Proxiad , ESN à taille humaine, vous propose de rejoindre un grand compte du secteur des télécoms, dans le cadre d’un projet ambitieux autour de SQL Server 2019 et de l’orchestration de …"
Développeur Java,Meritis | B Corp™,"Ile-de-France, France",,,0,Unknown,,"Nous sommes à la recherche de développeurs Java disposant d'au moins trois années d'expérience , afin de participer à de très nombreux projets, sur une grande variété de secteurs d'activités (Luxe, Retail, Energie, Transports, Telecom, la Banque, la Finance, l'Assurance, et bien d'autres !). Vous serez notamment en charge de : Développer et maintenir des applications logicielles en utilisant Java et d'autres technologies connexes Participer à l' analyse des besoins des utilisateurs et à la conc…"
Android Développeur.se,Toporder by myPOS,"Ecully, Lyon",,,0,Emplois Informatique,,"En tant que Développeur.se Android chez Toporder , tu seras un acteur clé dans la création et l’évolution de notre nouvelle application Android. Tu seras responsable de concevoir une architecture robuste et de garantir l’adoption des meilleures pratiques en développement mobile. Si tu es passionné.e par l’écosystème Android, les défis techniques complexes, ce poste est fait pour toi. Notre Stack Android (prévisionnelle) Langage : Kotlin, Jetpack Architecture : Clean architecture Concurrence : K…"
Développeur Python,Kandi,France,,,0,Unknown,Python,"Startup ambitieuse cherche développeur Python ambitieux, structuré et efficace avec de l'expérience sur GCP. Post en full-remote. Package entre 60.000€/an et 100.000€/an selon expérience. Possibilité d'intéressement au capital.  Qui sommes-nous? Créée par une team de 3 jeunes entrepreneurs Français et financée par des Business Angels de premiers plans (fondateurs de Free, Happn, Ulule, Botify, Ubiflow, Selectra, Banque Publique d'Investissement), notre objectif est de devenir leader mondial des…"
Développeur/se C#,CARBON IT,"Neuilly-sur-Seine, Nanterre",,,0,Unknown,,"A propos de nous : CARBON est une société de conseil IT spécialisée dans l'expertise technique et les bonnes pratiques de développement (cleancode, TDD, BDD, archihexagonales). Aujourd'hui, nous sommes une communauté de 150 passionné(e)s, ayant pour valeurs l'apprentissage continu, le partage de connaissances, et une réelle soif de challenge ! Nos bureaux sont situés à Neuilly-Sur-Seine et nos missions se déroulent dans Paris intramuros et petite couronne. Ce qui nous anime ? Savoir résoudre le…"
Développeur c#,DOXALLIA,"Bozouls, Rodez",,,0,Unknown,,"Vous êtes passionné(e) par le développement en .Net C# et souhaitez intégrer un environnement agile ? Alors ce poste n’attend plus que vous ! Intégré(e) à la Squad Foundation Platform composée de 6 personnes , vous intervenez sur les missions suivantes : Mettre en place, maintenir et améliorer les piplines CI/CD ; Elaborer et mettre à jour la documentation ; Traiter les incidents et anomalies sur le périmètre (« you build it, you run it ») ; Identifier, analyser et proposer des pistes d’amélior…"
Développeur / développeuse Fullstack Javascript H/F/X (CDI),CREATIVE INGENIERIE,France,,,0,Unknown,,"Poste : Envie d’une nouvelle expérience dans la métropole lilloise ? Super ! Notre équipe de développeurs recherchent leur futur(e ) collaborateur(trice) ! Description du poste : Fine lame de l’environnement JS , vous rejoindrez notre équipe afin d’intégrer un projet client dans le domaine du retail en métropole lilloise. Voilà un aperçu de ce qui vous attend : Participer à la conception et au développement Concevoir et développer les interfaces front-end Réaliser des tests et des corrections P…"
Développeur / Développeuse Java JEE H/F/X (CDI),CREATIVE INGENIERIE,France,,,0,Unknown,,"Poste : Envie d’une nouvelle expérience dans la métropole lilloise ? Super ! Notre équipe de développeurs recherchent leur futur(e) collaborateur(trice) Java / JEE ! Description du poste : Fine lame de Java , vous rejoindrez notre équipe afin d’intégrer un projet dans le domaine du retail en métropole lilloise. Vous interviendrez sur des projets web innovants, intégrant les dernières technologies JEE directement chez nos clients. Voilà ce qui vous attend : Monter en compétences sur l'architectu…"
Développeur front-end/Développeuse front-end,VPEX-IT,"Occitanie, France",,,0,Unknown,,"Description du poste Dans le cadre d’un projet à long terme, nous recherchons un développeur fullstack spécialisé Angular / NodeJS Expérimenté pour renforcer une équipe de développement web. Vous interviendrez sur l’ensemble du cycle de développement : de l’analyse des besoins à la mise en production, en passant par la conception, le développement, les tests et l’optimisation des performances. Responsabilités Participer à l’analyse des besoins fonctionnels et techniques Concevoir et développer …"
Développeur front-end/Développeuse front-end,Mobiskill | WEFY Group,"Paris, Ile-de-France",,,0,Emplois Informatique,,"L'entreprise : Une MedTech française en forte croissance, spécialisée dans la télésurveillance cardiaque. Leur mission : aider les cardiologues à sauver des vies grâce à l’IA et à la data. Leur ambition ? Devenir le leader mondial de la télémédecine cardiaque. En tant que Développeur(se) Front-end Angular, tu participeras activement à la conception d’interfaces médicales intuitives, à fort impact, qui aident les médecins à prendre des décisions critiques, plus rapidement. Tes missions : Concevo…"
Développeur C/C++/Développeuse C/C++,Adentis,"Ile-de-France, France",,,0,Unknown,,"ADENTIS est une société de conseil en ingénierie de la R&D spécialisée dans les systèmes embarqués et les nouvelles technologies . Nous travaillons également sur des projets en IT et en cybersécurité . Nous intervenons sur des secteurs d'activités diversifiés tels que l'aéronautique, l'automobile, le ferroviaire, la TV numérique, l'électronique grand public, l'énergie, le médical et la défense. Depuis 2014, notre société se développe au niveau national et après Paris , Toulouse , Grenoble et Re…"
Développeur de big data/Développeuse de big data,Holenek Ingénierie,"Nantes, Loire-Atlantique",,,0,Unknown,,"Fiche de poste : Nous recherchons un(e) développeur BI (Data Engineer) avec des expériences significatives sur des projets stratégiques liés à l’évolution, la modernisation et l’optimisation d’un système d’information. Le Data Engineer est un acteur clé dans la mise en œuvre et la coordination des différentes initiatives de gestion des données, en assurant le lien entre les équipes métiers et IT Le Data Engineer est chargé(e) d'analyser les processus de gestion des données existants, d'identifi…"
Développeur back-end/Développeuse back-end,Visian,"Montpellier, Hérault",,,0,Unknown,,"‍ Mission : Dans le cadre d'une mission en régie chez un client du secteur bancaire, nous recherchons un(e) Développeur(euse) Back-end Java pour contribuer à la conception, au développement, aux tests, au déploiement et à la maintenance d'applications liées à la sécurité.  Responsabilités : Tu contribueras à la conception, tu affineras et prendras en charge notamment les récits sur le développement (Back, API) l'intégration, les tests, le déploiement et la maintenance d’applications développées…"
Développeur C++ embarqué/Développeuse C++ embarqué,Aleysia,France,,,0,Unknown,," Coder est une seconde nature pour toi et tu es particulièrement attiré(e) par le développement bas niveau ? Nous t'attendons de pied ferme, postule à cette offre de Développeur·se C++ ! ⬇️  Ton challenge si tu l’acceptes : La mise en place d'architectures backend complexes autant fonctionnellement que techniquement Le développement d'une nouvelle génération de fonctionnalités Le développement de nouveaux composants réutilisables et optimisés L'identification et la résolution de problématiques …"
Développeur web Java/Développeuse web Java,Nextoo,"Lille, Nord",,,0,Unknown,," Java n’a plus aucun secret pour toi et tu veux relever un nouveau challenge en tant que Développeur Back End Java-EE (F/H) en métropole lilloise ? Tu es au bon endroit pour postuler chez Nextoo ! Ton Profil ✅Tu as une expérience d’au moins 3 ans en développement backend (JAVA-EE/Spring) ✅Tu connais une ou plusieurs des BDD suivantes : PostgreSQL, Oracle, MongoDB, MariaDB ✅Tu accordes de l'importance à la qualité du code que tu produis ✅ Tu es autonome et motivé(e) par le travail en équipe  Tes…"
Développeur web Java/Développeuse web Java,Randstad Digital France,France,,,0,Unknown,,"Randstad Digital est un groupe international de Conseil & d’Ingénierie en Hautes Technologies avec un business model fondé sur une forte culture de l’innovation et une complémentarité métier entre les systèmes d’information et les systèmes industriels. Fidèle à ses 3 concepts « Vision, Exigence, Engagement », le Groupe Randstad Digital se différencie par sa capacité à innover, son exigence forte et continue de qualité et son expérience en engagements de résultats. Le Groupe optimise et accompag…"
Développeur front-end/Développeuse front-end,IoThink Solutions,"Cagnes-sur-Mer, Grasse",,,0,Unknown,,"About Us We are a leading IT software publisher specializing in cutting-edge solutions for the Internet of Things (IoT) sector. Our software solutions address major market challenges in IoT business management. By joining our team, you will contribute to game-changing solutions while collaborating with a friendly, communicative, and transparent team. Position Overview We are looking for a highly skilled and experienced Frontend Engineer to join our development team. In this role, you will play …"
Développeur de systèmes intégrés/Développeuse de systèmes intégrés,MCA,"Strasbourg, Strasbourg-Ville",,,0,Unknown,,"Basé sur Strasbourg, vous intégrez une équipe projet intervenant sur les études et le développement de solutions embarqués. Vos compétences en développement logiciel et systèmes embarqués vous permettent d’assurer : La rédaction des spécifications logicielles / documentation technique. Le choix de l’architecture logiciel. La conception et l’intégration de logiciels embarqués en C/C++. La réalisation des tests unitaires. La validation fonctionnelle des produits."
Développeur front-end/Développeuse front-end,MCA,"Strasbourg, Strasbourg-Ville",,,0,Unknown,,"Grâce à votre expérience en développement Front/Angular, votre rôle consistera d’aider au développement d’une nouvelle interface du logiciel de programmation. Vos missions : Concevoir et implémenter toutes ou partie du logiciel en fonction des spécifications fonctionnelles, Contribuer à la phase de vérification avant livraison du logiciel : écriture de cas de tests (automatiques et/ou manuel), exécution des tests, Préparer la documentation technique."
Développeur open source/Développeuse open source,Technology & Strategy,"Toulouse, Haute-Garonne",,,0,Unknown,,"Vous êtes à la recherche d'un poste d'administrateur Openstack dans le domaine du spatial ? Vous êtes au bon endroit !  Vos principales missions seront : Administrer et maintenir la plateforme OpenStack (Nova, Neutron, Cinder, etc.) Assurer la supervision, la gestion des incidents et le support aux utilisateurs Participer aux évolutions de l’infrastructure (intégration de nouvelles fonctionnalités, montée de version) Collaborer avec les équipes projet pour le déploiement d’environnements cloud …"
Développeur C#.NET,Experis France,"Blois, Loir-et-Cher",,,0,Unknown,,Nous recherchons un Développeur C#.NET (H/F) pour l'un de nos clients basé à Blois . YOUR DAILY LIFE Œuvrer à la production des logiciels. Sécuriser le développement en appliquant les normes basées notamment sur OWASP. Veiller à la mise en place de bonnes pratiques de développement du code. Aider les développeurs à maitriser les outils de déploiement Collaborer sur l’interface et son architecture sur plusieurs supports Contribuer à l'architecture logicielle du projet Assurer la maintenance des …
Développeur Python Senior,Sander,"Paris, Ile-de-France",,,0,Unknown,"Python, React","Lead Développeur Python - LegalTech Nous recherchons un Lead Développeur Python Django / ReactJS talentueux et motivé pour rejoindre les équipes techniques de notre partenaire actif dans le secteur de la LegalTech. Vous serez un acteur clé dans la création de solutions innovantes destinées à moderniser et transformer le domaine juridique à travers la technologie. Si vous êtes passionné par la tech et souhaitez contribuer à une révolution numérique du secteur juridique, ce poste est fait pour vo…"
Développeur(se) UX/UI,Bien'ici,"Paris, Ile-de-France",,,0,Unknown,,"Rejoindre Bien’ici, c’est rejoindre le trublion de l’immobilier ! Né en 2015, Bien’ici dépoussière la recherche immobilière et vise à devenir le leader des portails immobiliers en France. Notre mission est simple : provoquer des rencontres autour de projets immobiliers entre particuliers et professionnels, en offrant une expérience simplifiée, immersive et personnalisée qui permette aux utilisateurs de se projeter dans leur futur quotidien. Grâce à notre technologie unique et des fonctionnalité…"
Développeur.se Python/Angular,5 Degrés,France,,,0,Unknown,,"5 Degrés Toulouse est une agence de conseil à taille humaine spécialisée dans le produit digital. Basés à Toulouse depuis trois ans, nous accompagnons nos clients de divers secteurs d'activités (santé, aéronautique, automobile, grande distribution) à la fois en BtoB et BtoC. Organisés en cinq practices, nous couvrons intégralement la chaîne de création d'un produit digital : Product Management, Product Design, Product Development, Product Quality, Product Data Notre ambition : devenir un acteur…"
Développeur.se .NET/Angular,5 Degrés,France,,,0,Unknown,,"5 Degrés Toulouse est une agence de conseil à taille humaine spécialisée dans le produit digital. Basés à Toulouse depuis trois ans, nous accompagnons nos clients de divers secteurs d'activités (santé, aéronautique, automobile, grande distribution) à la fois en BtoB et BtoC. Organisés en cinq practices, nous couvrons intégralement la chaîne de création d'un produit digital : Product Management, Product Design, Product Development, Product Quality, Product Data Notre ambition : devenir un acteur…"
Developpeur-se Java /Angular,Capgemini,"Bordeaux, Gironde",,,0,Unknown,,"Chez Sogeti, la technologie coule dans nos veines. C’est cet intérêt pour la technologie qui nous guide au quotidien et qui est reflété dans notre slogan « Made In Tech ». Grâce à notre passion commune pour la technologie, à notre culture entrepreneuriale et à l'importance que nous accordons à la formation continue, nous mettrons tout en œuvre pour vous accompagner à libérer votre plein potentiel. Vos missions : En tant que développeur FullStack au sein d‘une équipe de 20 à 30 personnes, vos re…"
Développeur Vue.js,Daveo,France,,,0,Unknown,,"Daveo est un cabinet de conseil spécialisé dans les domaines du product management, de la technologie et du cloud. Fondé en 2008, Daveo a bâti sa réputation sur une culture d’entreprise forte axée sur la réussite collective. Voici quelques points clés à propos de Daveo : Innovation et Collaboration : Daveo allie amour de l’innovation et état d’esprit collaboratif pour offrir des solutions de pointe à ses clients. Expertise : Daveo est un pure player du product management, de la tech et du cloud…"
Développeur·se B.I,ADERE,"Aubière, Clermont-Ferrand",,,0,Unknown,,"ADERE est une Centrale de Référencement Associative, de plus de 30 ans d’existence, bénéficiant d’une couverture nationale, et agissant en proximité auprès de ses Adhérents en leur permettant d’optimiser leur processus d’achat et de réaliser des économies afin de dédier ce temps à l’accompagnement des résidents. ADERE en quelques chiffres c’est : 90 salariés (doublé en 5 ans) 7 600 Adhérents issus du secteur de l’Economie Sociale et Solidaire (50% en 5 ans) Plus de 180 fournisseurs et 80 gammes…"
Développeur.se Full Stack,Listen too,"Lille, Nord",,,0,Unknown,," Imagines un lieu où ta voix compte autant que tes compétences… Chez Listen too, nous sommes convaincus que l’écoute est indissociable du progrès. Cultivée au quotidien, elle devient un catalyseur de croissance et de réussite, tant pour l’entreprise que pour ses collaborateur·rice·s. Listen too est une agence conseil spécialisée depuis 2013 dans la digitalisation de la Relation Client & Collaborateur. Grâce à la justesse de l’accompagnement offert à nos clients comme à nos consultant·e·s, nous …"
Développeuse/Développeur Front Javascript Lyon,Webnet,"Lyon, Rhône",,,0,Unknown,"JavaScript, React","Serez-vous notre prochain Dragonnier ? Rejoignez notamment Amine, Aurélien et Benjamin afin de renforcer notre équipe avec un(e) vrai(e) passionné(e) du développement. Pour cela notre futur(e) collègue maitrise grâce à ses expériences précédentes le socle initial suivant : · ReactJS et/ou Vue.JS (4 ans d’expérience minimum) · Mais également le JavaScript , TypeScript (POO, design patterns, optimisation des performances, EcmaScript…) · HTML/CSS et les outils récents : LESS, Brunch, Webpack, Boot…"
